Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202 000 045 818,00;1;6;0;B;3;4;0;1;0;750;1;;-1;1;1;1;70
202 000 045 819,00;1;AUTOROUTE A6;0;N/A;1;6;0;1;20;600;1;;-1;1;0;1;110
202 000 045 820,00;2;RN 118;0;N/A;3;4;0;1;8;250;1;;-1;1;0;1;90
202 000 045 821,00;1;86;0;N/A;3;4;0;1;51;500;1;;-1;1;0;1;70
202 000 045 822,00;1;86;0;N/A;3;5;0;1;51;0;1;;-1;1;1;1;90
202 000 045 823,00;1;A13Y;0;N/A;1;3;0;1;1;100;1;;-1;1;1;1;70
202 000 045 824,00;1;104;0;N/A;3;6;0;2;0;899;1;;-1;1;0;1;90
202 000 045 825,00;1;3;0;N/A;3;2;0;1;16;0;1;;-1;1;0;1;90
202 000 045 826,00;1;AUTOROUTE A3;0;N/A;3;1;0;1;2;299;1;;-1;1;0;1;50
202 000 045 827,00;2;RN 184;0;N/A;3;4;0;1;6;900;1;;-1;1;0;1;110
202 000 045 828,00;1;AUTOROUTE A86;0;N/A;3;8;0;1;12;350;1;;-1;1;2;1;70
202 000 045 829,00;1;86;0;N/A;3;8;0;3;15;100;3;;-1;1;0;1;90
202 000 045 830,00;1;1;0;N/A;3;10;0;2;6;800;1;;-1;1;0;1;90
202 000 045 831,00;1;AUTOROUTE A103;0;N/A;3;9;0;2;0;100;1;;-1;1;0;1;70
202 000 045 832,00;1;104;0;N/A;3;-1;0;2;0;324;3;;-1;1;0;1;50
202 000 045 833,00;1;15;0;N/A;3;8;0;1;4;599;1;;-1;1;2;1;90
202 000 045 834,00;1;4;0;N/A;3;8;0;1;6;400;1;;-1;1;0;1;90
202 000 045 835,00;1;86;0;EXT;1;3;0;1;46;299;1;;-1;1;0;1;90
202 000 045 836,00;1;A104;0;N/A;3;3;0;3;26;399;2;;-1;1;0;1;90
202 000 045 837,00;2;406;0;W;3;2;0;1;3;0;1;;-1;1;0;1;90
202 000 045 838,00;1;86;0;EXT;3;4;0;1;37;400;1;;-1;1;0;1;90
202 000 045 839,00;1;A4;0;N/A;1;2;0;1;8;500;1;;-1;1;0;1;70
202 000 045 840,00;1;86;0;INT;3;3;0;1;41;0;1;;-1;1;0;1;90
202 000 045 841,00;1;4;0;N/A;3;4;0;1;6;400;1;;-1;1;2;1;90
202 000 045 842,00;4;LAROCHEFOUCAULD (AVENUE DE);0;N/A;-1;2;0;1;0;0;1;;-1;9;8;1;50
202 000 045 843,00;3;38;0;N/A;3;2;0;1;0;0;1;;-1;1;0;1;30
202 000 045 844,00;2;1;0;N/A;1;2;0;2;82;0;2;;-1;1;0;1;110
202 000 045 845,00;4;PASTEUR(AVENUE);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 045 846,00;3;3;0;N/A;2;1;0;1;2;400;1;;-1;1;0;1;50
202 000 045 847,00;3;2;0;N/A;1;1;0;1;2;300;1;;-1;1;0;1;50
202 000 045 848,00;3;2;0;N/A;2;1;0;1;0;200;1;;-1;1;0;1;50
202 000 045 849,00;4;N/A;0;N/A;2;2;1;1;0;0;1;;-1;2;9;1;50
202 000 045 850,00;4;FERDINAND BUISSON                   (R );0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 045 851,00;4;PROFESSEUR GRIGNARD (DU)            (R );0;N/A;1;-1;1;1;-1;-1;1;;-1;1;9;8;30
202 000 045 852,00;2;ROUTE NATIONALE 1;0;N/A;1;2;0;1;0;0;1;;-1;2;0;1;90
202 000 045 853,00;4;MARTIN LUTHER KING (RUE);0;N/A;1;1;0;2;0;200;2;;-1;1;0;1;30
202 000 045 854,00;4;MARIETTON                           (R );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 855,00;4;AIME BOUSSANGE                      (R );0;N/A;2;2;0;2;0;1;1;;-1;2;0;1;50
202 000 045 856,00;4;GRANDE RUE                          (GR);0;N/A;2;2;2;2;0;0;1;;-1;2;0;5;30
202 000 045 857,00;3;15E;0;N/A;2;2;0;2;0;400;1;;-1;1;2;8;50
202 000 045 858,00;9;OCTAVE LONGUET (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;9;8;50
202 000 045 859,00;3;152;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 045 860,00;2;20;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;70
202 000 045 861,00;4;TEMERAIRE (BOULEVARD DU);0;N/A;1;1;0;1;0;0;4;;-1;1;0;1;50
202 000 045 862,00;4;VERDIER (RUE DU DOCTEUR);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 863,00;4;LILLE (RUE DE);0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 045 864,00;2;GOUJAUD (QUAI LOUIS);0;N/A;3;4;0;1;13;100;1;;-1;2;0;1;50
202 000 045 865,00;4;SOURCES (Avenue des);0;N/A;1;2;1;1;0;1;1;;-1;1;0;1;50
202 000 045 866,00;4;NC;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 867,00;4;NC;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 868,00;4;MONTREVEIL (CHE.DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 869,00;4;PARIS (RUE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 870,00;3;811;0;N/A;2;2;0;1;2;369;1;;6,5;1;0;3;50
202 000 045 871,00;4;SCIERIE (RUE DE LA);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 045 872,00;9;SAINT SEVER. QUAI (BAS);0;N/A;-1;0;0;1;-1;-1;1;;-1;1;6;6;10
202 000 045 873,00;1;A150;0;N/A;3;4;0;1;1;660;1;;-1;1;0;1;110
202 000 045 874,00;4;BELLOT;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 045 875,00;4;GRAVILLE (BD DE);0;N/A;2;5;0;2;-1;-1;1;;-1;1;0;1;50
202 000 045 876,00;3;COTES BOULEVARD DES;0;N/A;2;2;0;2;1;495;2;;-1;1;0;1;50
202 000 045 877,00;3;906;0;N/A;2;5;0;1;0;0;1;;-1;1;0;1;50
202 000 045 878,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 045 879,00;4;N/A;0;N/A;2;2;3;1;0;0;1;;-1;9;6;6;50
202 000 045 880,00;4;GUYNEMER (AVENUE GEORGES);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 881,00;4;ARCADES (RD POINT);0;N/A;1;2;0;1;0;0;3;;-1;1;0;1;50
202 000 045 882,00;4;LAGARDERE (AVENUE FRANCIS);0;N/A;2;0;0;1;-1;-1;1;;-1;1;0;1;50
202 000 045 883,00;9;N/A;0;N/A;2;2;1;1;0;0;1;;-1;1;9;5;30
202 000 045 884,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;2;0;1;50
202 000 045 885,00;4;MASSENET;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 045 886,00;3;268;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 045 887,00;4;BRULE MAISON             RESTE;0;N/A;2;0;0;1;0;0;1;;-1;1;0;1;30
202 000 045 888,00;3;JOFFRE (RUE DU MARECHAL);0;N/A;2;2;0;1;0;300;1;;-1;1;0;1;50
202 000 045 889,00;4;PRE PLANTIN (BOULEVARD);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 890,00;3;GARCHE (ROUTE DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;70
202 000 045 891,00;4;MENDES FRANCE (RUE PIERRE);0;N/A;2;2;0;1;0;0;2;;-1;1;0;3;50
202 000 045 892,00;4;MALRAUX (VOIE ANDRE);0;N/A;2;1;0;1;0;0;2;;-1;1;0;4;50
202 000 045 893,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 894,00;3;724;0;N/A;2;2;0;2;92;685;1;;-1;1;0;1;50
202 000 045 895,00;4;N/A;0;N/A;2;4;3;1;-1;-1;1;;-1;1;0;1;50
202 000 045 896,00;3;323;0;N/A;-1;2;0;1;38;970;1;;-1;1;0;1;50
202 000 045 897,00;4;MENDES FRANCE AVENUE PIERRE;0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
202 000 045 898,00;4;N/A;0;N/A;-1;2;0;1;1;0;1;;-1;1;0;1;50
202 000 045 899,00;3;N/A;0;N/A;2;2;0;1;90;400;1;;-1;1;0;1;50
202 000 045 900,00;3;520;0;N/A;3;4;0;1;2;150;1;;-1;1;0;1;90
202 000 045 901,00;4;N/A;0;N/A;2;2;1;1;-1;-1;1;;-1;1;0;5;50
202 000 045 902,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 903,00;4;PLACE RAVEZIES;0;N/A;1;3;2;1;-1;-1;2;;-1;2;5;8;50
202 000 045 904,00;4;QUAI CARRIET;0;N/A;2;4;2;1;-1;-1;1;;-1;1;0;1;50
202 000 045 905,00;4;RTE DE LATRESNE;0;N/A;2;0;0;1;-1;-1;1;;-1;2;0;1;80
202 000 045 906,00;4;AVE DES PYRENEES;0;N/A;2;4;2;1;-1;-1;1;;-1;1;0;1;50
202 000 045 907,00;4;RUE LAFONTAINE;0;N/A;2;4;2;1;-1;-1;1;;-1;1;0;1;50
202 000 045 908,00;4;BD GABRIEL KOENIGS;0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 045 909,00;4;BD DES MINIMES;0;N/A;1;4;0;1;0;0;1;;-1;1;0;1;50
202 000 045 910,00;4;Rue Amiral Romain-desfossés;0;N/A;-1;2;0;1;0;0;1;;-1;1;5;1;50
202 000 045 911,00;4;Rue Docteur Kerrien;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 912,00;4;CHABERT (Rue Charles);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;30
202 000 045 913,00;4;N/A;0;N/A;2;2;0;2;-1;-1;3;;-1;1;0;1;50
202 000 045 914,00;4;ROOSEVELT (AVENUE DU PRESIDENT);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 915,00;4;EUROPE  ROND POINT DE;0;N/A;1;2;0;1;0;0;2;;-1;1;0;1;30
202 000 045 916,00;2;122;0;N/A;2;2;0;1;50;700;1;;-1;1;0;1;70
202 000 045 917,00;3;9;0;N/A;2;2;0;1;1;0;1;;-1;1;0;1;50
202 000 045 918,00;3;675;0;N/A;-1;3;0;1;1;0;1;;-1;1;0;1;50
202 000 045 919,00;4;MADRAGUE DE MONTREDON (AVE DE LA) ;0;N/A;2;2;0;1;1;0;1;;-1;1;5;1;50
202 000 045 920,00;7;JULES CANTINI (AVENUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 921,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 922,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 923,00;4;COLBERT (RUE)    IMPAIRS;0;N/A;1;1;3;1;0;0;1;;-1;1;5;1;50
202 000 045 924,00;4;N/A;0;N/A;2;2;0;3;0;0;1;;-1;1;0;4;50
202 000 045 925,00;4;BOUCHER (IMPASSE HELENE);0;N/A;2;2;0;1;0;0;1;;-1;1;9;1;50
202 000 045 926,00;4;MARCELIN BERTHELOT (RUE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 927,00;4;SAPINS (AVENUE);0;N/A;3;2;1;1;10;0;1;;-1;1;0;1;50
202 000 045 928,00;4;EMILE ZOLA ( COURS );0;N/A;2;0;0;1;0;1;2;;-1;2;0;1;50
202 000 045 929,00;4;JEAN MACE ( RUE );0;N/A;2;2;0;2;0;1;1;;-1;1;0;1;30
202 000 045 930,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 045 931,00;4;N/A;0;N/A;1;4;0;1;0;1;1;;-1;1;0;1;70
202 000 045 932,00;4;N/A;0;N/A;2;4;3;1;0;0;1;;-1;1;-1;6;50
202 000 045 933,00;4;N/A;0;N/A;1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 934,00;4;N/A;0;N/A;2;5;0;1;0;0;1;;-1;1;0;1;30
202 000 045 935,00;4;N/A;0;N/A;2;3;1;2;0;0;1;;-1;1;-1;5;30
202 000 045 936,00;4;N/A;0;N/A;-1;0;3;1;0;0;1;;-1;1;6;4;3
202 000 045 937,00;4;N/A;0;N/A;1;4;0;1;0;0;3;;-1;1;0;1;50
202 000 045 938,00;4;N/A;0;N/A;2;0;0;1;0;0;1;;-1;1;0;1;50
202 000 045 939,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 940,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 941,00;4;N/A;0;N/A;1;1;0;1;0;0;2;;-1;2;0;1;30
202 000 045 942,00;4;N/A;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 045 943,00;4;N/A;0;N/A;2;2;1;2;0;0;1;;-1;1;0;1;50
202 000 045 944,00;4;N/A;0;N/A;2;2;1;2;0;0;3;;-1;1;-1;5;50
202 000 045 945,00;4;N/A;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 946,00;4;N/A;0;N/A;2;4;1;1;0;0;1;;-1;1;-1;5;50
202 000 045 947,00;4;N/A;0;N/A;2;3;1;1;0;0;1;;-1;1;-1;5;50
202 000 045 948,00;2;486;0;N/A;1;2;0;2;1;0;1;;-1;1;0;1;50
202 000 045 949,00;4;CARNOT (R);0;N/A;1;1;1;1;-1;-1;1;;-1;1;0;5;50
202 000 045 950,00;4;HAUTES BRUYERES (AV DES);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;30
202 000 045 951,00;4;HENRI DUNANT (R);0;N/A;2;2;0;1;0;0;3;;-1;1;0;1;50
202 000 045 952,00;9;ABYMES.(ESPLANADE DES);0;N/A;2;1;3;1;0;1;1;;-1;1;6;8;30
202 000 045 953,00;3;19;0;N/A;2;2;0;2;-1;-1;1;;-1;1;0;1;50
202 000 045 954,00;4;N/A;0;N/A;1;4;0;1;0;0;1;;-1;1;5;1;50
202 000 045 955,00;3;928;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 045 956,00;4;STATION (DE LA);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 045 957,00;4;CONVENTION (AVENUE DE LA);0;N/A;2;2;0;1;0;0;1;;-1;1;9;4;50
202 000 045 958,00;3;"""PAUL VAILLANT COUTURIER (AVENUE """"DU 01";0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 045 959,00;3;50;0;N/A;3;3;0;2;0;0;1;;-1;1;0;1;30
202 000 045 960,00;3;407;0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 045 961,00;4;LA CELLE SAINT CLOUD (AV DE LA);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 962,00;3;7;0;N/A;-1;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 963,00;3;17;0;N/A;2;2;2;1;0;0;1;;-1;1;0;1;50
202 000 045 964,00;4;RICHARD WALLACE (BD);0;N/A;2;4;0;1;0;0;1;;-1;1;0;1;50
202 000 045 965,00;3;106;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 966,00;4;BOIS COLOMBES ( RUE DE );0;N/A;2;2;1;1;0;0;1;;-1;1;0;1;50
202 000 045 967,00;3;909;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 045 968,00;3;920;0;N/A;2;4;1;2;0;0;1;;-1;1;0;5;50
202 000 045 969,00;3;910;-1;N/A;2;2;0;2;4;500;2;;-1;1;0;1;90
202 000 045 970,00;3;11;-1;N/A;2;2;0;1;29;600;1;;-1;1;0;1;80
202 000 045 971,00;3;612;-1;N/A;2;2;0;1;77;790;1;;-1;1;0;1;80
202 000 045 972,00;4;5;0;N/A;1;2;0;1;-1;-1;1;;-1;1;0;1;70
202 000 045 973,00;4;N/A;0;C;2;2;0;1;-1;-1;1;;-1;2;0;8;50
202 000 045 974,00;4;N/A;0;N/A;2;2;0;4;-1;-1;3;;-1;1;0;1;70
202 000 045 975,00;2;10;-1;N/A;1;1;-1;1;9;800;1;;-1;1;3;1;90
202 000 045 976,00;3;106;0;N/A;2;2;0;1;62;675;1;;-1;1;0;1;70
202 000 045 977,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;3;50
202 000 045 978,00;3;941;0;N/A;3;2;0;4;44;200;3;;-1;2;0;3;80
202 000 045 979,00;3;232;-1;N/A;3;2;0;1;0;500;3;;-1;1;0;1;80
202 000 045 980,00;3;673;0;N/A;2;2;0;1;46;200;1;;-1;2;0;1;90
202 000 045 981,00;4;D34;-1;N/A;3;2;0;2;-1;-1;1;;-1;1;0;1;30
202 000 045 982,00;3;280;0;N/A;2;2;0;2;12;700;1;;-1;1;3;1;80
202 000 045 983,00;4;N/A;0;N/A;2;2;0;2;-1;-1;1;;-1;2;0;1;50
202 000 045 984,00;3;1084;-1;N/A;1;1;0;1;72;50;1;;-1;1;0;1;50
202 000 045 985,00;3;51;0;A;2;2;0;1;0;600;3;;-1;2;0;3;80
202 000 045 986,00;3;51B;-1;B;2;2;0;1;1;900;1;;-1;1;0;1;50
202 000 045 987,00;3;309;-1;N/A;2;2;0;2;27;600;1;;-1;1;0;3;50
202 000 045 988,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;3;80
202 000 045 989,00;3;N/A;0;N/A;2;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 045 990,00;3;707;-1;N/A;2;2;0;1;16;575;2;;-1;2;0;3;70
202 000 045 991,00;3;22;-1;N/A;2;2;0;1;0;905;1;;-1;1;0;1;80
202 000 045 992,00;3;438;-1;N/A;2;2;0;2;24;1005;1;;-1;1;0;3;80
202 000 045 993,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 045 994,00;2;43;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 045 995,00;1;35;-1;N/A;3;4;0;1;94;0;1;;-1;1;0;1;130
202 000 045 996,00;1;35;-1;A;3;4;0;1;0;800;1;;-1;1;3;1;110
202 000 045 997,00;4;Impasse ame sensible;0;N/A;3;4;0;1;-1;-1;1;;-1;1;0;1;-1
202 000 045 998,00;3;198;-1;N/A;3;4;0;4;-1;15;1;;-1;2;0;1;50
202 000 045 999,00;4;RT1;0;N/A;2;2;0;2;23;100;2;;-1;1;0;8;50
202 000 046 000,00;4;N/A;0;N/A;2;4;3;1;0;0;1;;12;1;-1;6;50
202 000 046 001,00;4;N/A;0;N/A;1;4;0;1;0;0;1;;-1;1;0;1;50
202 000 046 002,00;4;N/A;0;N/A;1;4;0;1;0;0;1;;-1;1;0;1;30
202 000 046 003,00;2;6;0;N/A;3;4;0;1;64;0;1;;-1;1;0;1;50
202 000 046 004,00;4;CHANZY (AV);0;N/A;1;1;0;1;0;0;1;;-1;2;0;1;50
202 000 046 005,00;4;GABRIEL PERI (R);0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 046 006,00;3;920;0;N/A;-1;0;0;1;-1;-1;1;;-1;2;0;8;50
202 000 046 007,00;6;GAULLE(AVENUE DU GENERAL DE);0;N/A;-1;0;0;1;0;0;1;;-1;2;0;1;50
202 000 046 008,00;3;152;0;N/A;1;0;0;1;0;1;1;;0;2;0;1;50
202 000 046 009,00;4;BREVANNES (R DE);0;N/A;2;2;0;2;0;0;1;;-1;1;0;8;50
202 000 046 010,00;4;ETIENNE DOLET (R);0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 046 011,00;4;SEINE (R DE);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 046 012,00;3;40;0;N/A;2;2;0;1;0;1;1;;-1;1;0;1;50
202 000 046 013,00;3;SAINT-DENIS (CHEMIN DE);0;N/A;1;1;0;1;0;1;1;;-1;1;0;1;50
202 000 046 014,00;3;KENNEDY (AVENUE DU PRESIDENT);0;N/A;2;2;1;1;0;1;1;;-1;1;0;1;50
202 000 046 015,00;3;78;0;N/A;2;2;0;1;1;1;1;;-1;1;0;1;50
202 000 046 016,00;3;44;0;N/A;2;2;1;1;1;1;1;;-1;1;0;1;50
202 000 046 017,00;3;37;0;N/A;2;2;1;1;0;1;1;;-1;1;0;1;50
202 000 046 018,00;4;KLEBER RUE;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 046 019,00;3;986;0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 046 020,00;3;1;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 046 021,00;1;16;0;A;3;4;0;2;175;100;1;;-1;2;0;8;130
202 000 046 022,00;3;13;0;N/A;2;2;0;1;30;300;3;;-1;1;0;3;80
202 000 046 023,00;1;4;0;N/A;-1;4;0;1;285;600;1;;-1;1;0;3;130
202 000 046 024,00;4;N/A;0;N/A;2;2;0;1;-1;-1;2;;-1;1;0;4;50
202 000 046 025,00;3;110;-1;N/A;2;2;0;1;13;90;2;;-1;2;0;8;80
202 000 046 026,00;9;N/A;-1;N/A;2;2;0;1;-1;-1;3;;5;1;0;1;50
202 000 046 027,00;4;N/A;-1;N/A;2;2;0;1;-1;-1;1;;4;1;0;1;80
202 000 046 028,00;1;10;-1;N/A;3;5;0;1;205;50;1;;-1;2;8;1;90
202 000 046 029,00;3;2;0;N/A;2;2;0;2;7;50;1;;5,5;1;0;1;50
202 000 046 030,00;3;910;-1;D;2;2;0;1;1;650;3;;-1;1;0;4;50
202 000 046 031,00;3;63;-1;N/A;2;2;0;1;0;1;1;;7;2;0;1;80
202 000 046 032,00;3;936;0;N/A;2;2;0;1;45;105;1;;-1;1;0;1;50
202 000 046 033,00;4;Rue de la Gare;-1;N/A;2;2;0;2;-1;-1;1;;-1;2;0;3;30
202 000 046 034,00;3;769;0;N/A;2;2;0;1;0;750;1;;-1;2;0;3;70
202 000 046 035,00;3;900;0;N/A;2;2;0;2;49;67;3;;-1;2;0;1;80
202 000 046 036,00;3;942;-1;N/A;2;2;0;2;8;409;1;;-1;1;0;1;50
202 000 046 037,00;3;82;-1;M;2;2;0;1;-1;-1;3;;-1;1;5;1;50
202 000 046 038,00;9;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;9;1;30
202 000 046 039,00;3;675;0;N/A;4;1;0;1;23;900;1;;-1;2;5;1;70
202 000 046 040,00;2;N/A;-1;N/A;2;2;0;1;-1;-1;1;;-1;1;5;1;50
202 000 046 041,00;3;36;0;N/A;2;2;0;1;38;500;2;;4;2;0;3;80
202 000 046 042,00;4;rue de la Libération;-1;N/A;2;2;0;1;-1;-1;3;;-1;1;0;1;50
202 000 046 043,00;4;6;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 046 044,00;3;975;-1;N/A;2;2;0;1;18;950;1;;-1;1;0;1;80
202 000 046 045,00;1;63;0;N/A;3;4;3;1;13;0;1;;-1;1;0;1;130
202 000 046 046,00;1;8;-1;A;1;3;0;1;174;300;1;;-1;2;0;1;110
202 000 046 047,00;4;N/A;0;N/A;2;2;0;1;-1;-1;1;;-1;1;0;1;50
202 000 046 048,00;1;6;-1;N/A;3;5;0;1;40;750;1;;-1;3;9;1;110
202 000 046 049,00;2;12;0;N/A;2;2;0;1;12;100;1;;-1;1;0;1;60
202 000 046 050,00;3;308;-1;N/A;2;2;0;1;0;400;2;;-1;1;0;4;50
202 000 046 051,00;4;N/A;0;N/A;2;2;0;1;-1;-1;3;;-1;3;0;3;80
202 000 046 052,00;1;7;-1;N/A;3;3;0;2;17;300;1;;-1;1;0;1;110
202 000 046 053,00;3;52;0;N/A;2;2;0;1;36;0;1;;-1;1;0;3;80
202 000 046 054,00;3;342;-1;N/A;2;2;0;1;36;335;1;;-1;1;0;8;70
202 000 046 055,00;2;126;0;N;2;2;0;1;39;500;1;;-1;1;0;1;80
202 000 046 056,00;3;8;-1;A;2;2;0;1;5;590;1;;-1;1;0;3;80
202 000 046 057,00;3;670;-1;N/A;2;2;0;1;23;232;1;;-1;1;5;3;50
202 000 046 058,00;3;908;-1;N/A;2;2;0;2;35;975;3;;-1;2;0;3;80
202 000 046 059,00;7;19;0;D;2;2;0;1;-1;-1;1;;-1;2;0;1;70
202 000 046 060,00;1;7;0;N/A;1;2;0;2;255;0;2;;10;2;0;1;50
202 000 046 061,00;1;A50;0;N/A;3;6;0;1;44;900;1;;-1;1;0;1;130
202 000 046 062,00;7;656;0;N/A;3;4;0;1;10;600;1;;-1;2;0;1;90
202 000 046 063,00;2;104;0;N/A;3;4;0;1;55;979;1;;-1;2;0;1;110
202 000 046 064,00;2;118;0;N/A;-1;2;0;1;3;200;1;;-1;1;0;1;90
202 000 046 065,00;1;13;0;N/A;3;3;0;1;40;700;1;;14;2;0;1;130
202 000 046 066,00;1;86;0;N/A;3;3;0;1;5;0;1;;10,5;1;0;1;90
202 000 046 067,00;1;15;0;N/A;3;10;0;1;14;699;3;;-1;1;0;1;110
202 000 046 068,00;1;86;0;N/A;3;8;0;1;16;100;1;;-1;1;1;1;90
202 000 046 069,00;1;6;0;N/A;1;2;0;1;29;100;1;;-1;2;0;1;90
202 000 046 070,00;4;257;0;N/A;1;1;0;1;0;0;1;;-1;1;0;1;50
202 000 046 071,00;3;Grand Canal ( chemin);0;N/A;2;2;0;2;0;0;1;;-1;1;0;1;50
202 000 046 072,00;4;VIVIANI                             (AV);0;N/A;3;4;1;1;1;0;1;;-1;2;0;1;50
202 000 046 073,00;4;MAURICE THOREZ                      (AV);0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;50
202 000 046 074,00;4;MARYSE BASTIE                       (R );0;N/A;1;1;0;1;0;0;1;;-1;1;0;4;50
202 000 046 075,00;4;DOCTEUR COBLOD (DU)                 (BD);0;N/A;1;0;0;1;0;0;2;;-1;1;5;1;50
202 000 046 076,00;4;SCHUMAN                      (PT);0;N/A;2;4;0;1;1;0;1;;-1;2;2;1;50
202 000 046 077,00;4;N/A;0;N/A;1;1;0;1;-1;-1;1;;-1;1;0;1;50
202 000 046 078,00;3;193;0;N/A;2;2;0;1;3;750;1;;-1;1;0;1;50
202 000 046 079,00;6;N/A;0;N/A;-1;0;0;1;0;0;1;;-1;1;0;1;50
202 000 046 080,00;4;JEAN JAURES                         (AV);0;N/A;3;2;0;2;1;0;1;;-1;2;0;1;50
202 000 046 081,00;6;TITTA COIS                          (R );0;N/A;-1;-1;0;1;0;0;1;;-1;1;0;1;30
202 000 046 082,00;4;FRANCIS DE PRESSENSE    (Rue);0;N/A;2;2;1;1;0;0;1;;-1;1;0;1;50
202 000 046 083,00;4;NAVARRE (AVENUE HENRI DE);0;N/A;-1;4;0;1;0;0;1;;-1;2;0;1;50
202 000 046 084,00;3;200;0;N/A;-1;2;0;2;-1;-1;2;;-1;2;3;1;70
202 000 046 085,00;3;PAUL LANGEVIN (AVENUE );0;N/A;2;2;0;1;0;0;1;;-1;1;0;1;80
202 000 046 086,00;3;37;0;N/A;2;2;0;3;20;600;1;;-1;2;3;1;50
202 000 046 087,00;4;VOLTAIRE (BD);0;N/A;2;2;1;1;0;0;1;;-1;2;5;1;50
202 000 046 088,00;4;JAURES (BD JEAN);0;N/A;2;2;0;2;0;0;1;;-1;2;5;1;30
