Num_Acc;PriseEnCharge
202 000 002 296,00;1715,86
202 000 002 297,00;2271,55
202 000 002 298,00;2732,83
202 000 002 299,00;2054,94
202 000 002 300,00;3299,14
202 000 002 301,00;2340,09
202 000 002 302,00;2249,9
202 000 002 303,00;2813,25
202 000 002 304,00;3005,04
202 000 002 305,00;1817,74
202 000 002 306,00;1721,04
202 000 002 307,00;2711,4
202 000 002 308,00;2301,56
202 000 002 309,00;2205,86
202 000 002 310,00;2222,83
202 000 002 311,00;2439,13
202 000 002 312,00;2401,8
202 000 002 313,00;1811,1
202 000 002 314,00;1710,48
202 000 002 315,00;2689,47
202 000 002 316,00;2092,65
202 000 002 317,00;2492,83
202 000 002 318,00;3300,23
202 000 002 319,00;2620,22
202 000 002 320,00;2231,95
202 000 002 321,00;2548,64
202 000 002 322,00;1833,13
202 000 002 323,00;3427,51
202 000 002 324,00;2299,42
202 000 002 325,00;2966,23
202 000 002 326,00;1784,14
202 000 002 327,00;2278,86
202 000 002 328,00;2063,27
202 000 002 329,00;2735,27
202 000 002 330,00;3052,91
202 000 002 331,00;2178,34
202 000 002 332,00;3083,4
202 000 002 333,00;2092,94
202 000 002 334,00;2272,05
202 000 002 335,00;3589,35
202 000 002 336,00;2061,63
202 000 002 337,00;2251,71
202 000 002 338,00;1877,53
202 000 002 339,00;3024,79
202 000 002 340,00;2208,14
202 000 002 341,00;2017,81
202 000 002 342,00;1832,16
202 000 002 343,00;1901,28
202 000 002 344,00;2672,58
202 000 002 345,00;2246,07
202 000 002 346,00;2365,5
202 000 002 347,00;2589,05
202 000 002 348,00;2333,68
202 000 002 349,00;2401,96
202 000 002 350,00;3049,23
202 000 002 351,00;2118,61
202 000 002 352,00;2365,96
202 000 002 353,00;2721,85
202 000 002 354,00;2392,73
202 000 002 355,00;1746,61
202 000 002 356,00;2261,15
202 000 002 357,00;1753,74
202 000 002 358,00;1762,07
202 000 002 359,00;2407,18
202 000 002 360,00;2538,98
202 000 002 361,00;2547,46
202 000 002 362,00;2899,67
202 000 002 363,00;2883,6
202 000 002 364,00;2970,38
202 000 002 365,00;2369,04
202 000 002 366,00;2078,39
202 000 002 367,00;3068,59
202 000 002 368,00;2649,57
202 000 002 369,00;1909,98
202 000 002 370,00;2223,33
202 000 002 371,00;3538,26
202 000 002 372,00;2879,87
202 000 002 373,00;2179,64
202 000 002 374,00;2363,9
202 000 002 375,00;2229,59
202 000 002 376,00;2076,17
202 000 002 377,00;2846,68
202 000 002 378,00;2020,38
202 000 002 379,00;3512,9
202 000 002 380,00;2688,54
202 000 002 381,00;2894,96
202 000 002 382,00;2800,95
202 000 002 383,00;3267,37
202 000 002 384,00;2391,68
202 000 002 385,00;2309,66
202 000 002 386,00;2708,82
202 000 002 387,00;3800,69
202 000 002 388,00;2828,43
202 000 002 389,00;2180,32
202 000 002 390,00;2029,01
202 000 002 391,00;1932,35
202 000 002 392,00;2294,8
202 000 002 393,00;2657,96
202 000 002 394,00;2358,13
202 000 002 395,00;2209,37
202 000 002 396,00;1607,75
202 000 002 397,00;2297,29
202 000 002 398,00;2713,48
202 000 002 399,00;2438,16
202 000 002 400,00;3368,08
202 000 002 401,00;2732,19
202 000 002 402,00;2494,06
202 000 002 403,00;2352,86
202 000 002 404,00;2935,96
202 000 002 405,00;2488,84
202 000 002 406,00;2989,92
202 000 002 407,00;2313,02
202 000 002 408,00;2755,51
202 000 002 409,00;2031,55
202 000 002 410,00;2189,69
202 000 002 411,00;2647,6
202 000 002 412,00;2942,48
202 000 002 413,00;2199,45
202 000 002 414,00;1972,49
202 000 002 415,00;2479,17
202 000 002 416,00;2981,55
202 000 002 417,00;2615,75
202 000 002 418,00;3091,17
202 000 002 419,00;2345,66
202 000 002 420,00;1909,76
202 000 002 421,00;1707,03
202 000 002 422,00;3616,55
202 000 002 423,00;3103,43
202 000 002 424,00;3459,4
202 000 002 425,00;2199,87
202 000 002 426,00;2540,33
202 000 002 427,00;3124,94
202 000 002 428,00;2555,54
202 000 002 429,00;2280,1
202 000 002 430,00;1579,68
202 000 002 431,00;1495,12
202 000 002 432,00;1790,07
202 000 002 433,00;1656,21
202 000 002 434,00;1495,73
202 000 002 435,00;2195,03
202 000 002 436,00;2190,9
202 000 002 437,00;4066,02
202 000 002 438,00;1879,48
202 000 002 439,00;1884,92
202 000 002 440,00;3293,74
202 000 002 441,00;2314,89
202 000 002 442,00;2634,99
202 000 002 443,00;1561,46
202 000 002 444,00;1633,89
202 000 002 445,00;1442,19
202 000 002 446,00;1727,06
202 000 002 447,00;2010,76
202 000 002 448,00;1401,94
202 000 002 449,00;2742,75
202 000 002 450,00;2795,74
202 000 002 451,00;2349,27
202 000 002 452,00;1401,7
202 000 002 453,00;2125,07
202 000 002 454,00;1873,1
202 000 002 455,00;1715,63
202 000 002 456,00;1977,68
202 000 002 457,00;1799,97
202 000 002 458,00;1692,13
202 000 002 459,00;1814,86
202 000 002 460,00;3036,55
202 000 002 461,00;2307,1
202 000 002 462,00;2393,7
202 000 002 463,00;2011,54
202 000 002 464,00;2316,27
202 000 002 465,00;2538,07
202 000 002 466,00;2700,87
202 000 002 467,00;2908,07
202 000 002 468,00;1910,18
202 000 002 469,00;3339,8
202 000 002 470,00;1627,4
202 000 002 471,00;3884,49
202 000 002 472,00;1966,25
202 000 002 473,00;1769,37
202 000 002 474,00;1887,53
202 000 002 475,00;1808,53
202 000 002 476,00;2494,37
202 000 002 477,00;1790,65
202 000 002 478,00;1391,42
202 000 002 479,00;1803,24
202 000 002 480,00;2756,02
202 000 002 481,00;1683,86
202 000 002 482,00;2376,88
202 000 002 483,00;1687,62
202 000 002 484,00;3441,06
202 000 002 485,00;1777,66
202 000 002 486,00;1934,64
202 000 002 487,00;3822,82
202 000 002 488,00;1945,66
202 000 002 489,00;1688,43
202 000 002 490,00;2567,04
202 000 002 491,00;2388,39
202 000 002 492,00;1891,48
202 000 002 493,00;2387,75
202 000 002 494,00;2728,44
202 000 002 495,00;2131,74
202 000 002 496,00;1823,79
202 000 002 497,00;2523,43
202 000 002 498,00;1883,05
202 000 002 499,00;2502,59
202 000 002 500,00;3172,65
202 000 002 501,00;2686,41
202 000 002 502,00;2800,98
202 000 002 503,00;2508,21
202 000 002 504,00;2798,44
202 000 002 505,00;2008,65
202 000 002 506,00;2574,02
202 000 002 507,00;2580,3
202 000 002 508,00;2231,93
202 000 002 509,00;2413,42
202 000 002 510,00;2558,97
202 000 002 511,00;2592,86
202 000 002 512,00;2287,44
202 000 002 513,00;2481,7
202 000 002 514,00;2360,91
202 000 002 515,00;2966,3
202 000 002 516,00;2459,32
202 000 002 517,00;2289,42
202 000 002 518,00;2555,79
202 000 002 519,00;3291,35
202 000 002 520,00;3115,08
202 000 002 521,00;2051,05
202 000 002 522,00;2902,02
202 000 002 523,00;2283,28
202 000 002 524,00;2368,11
202 000 002 525,00;2993,39
202 000 002 526,00;2159,63
202 000 002 527,00;2295,01
202 000 002 528,00;2337,45
202 000 002 529,00;2964,64
202 000 002 530,00;2400,11
202 000 002 531,00;2451,36
202 000 002 532,00;2163,19
202 000 002 533,00;2109,48
202 000 002 534,00;2059,99
202 000 002 535,00;3352,61
202 000 002 536,00;1305,21
202 000 002 537,00;2236,54
202 000 002 538,00;1714,32
202 000 002 539,00;2029,67
202 000 002 540,00;1644,7
202 000 002 541,00;2630,91
202 000 002 542,00;1756,52
202 000 002 543,00;2459
202 000 002 544,00;3154,22
202 000 002 545,00;1784,58
202 000 002 546,00;2458,69
202 000 002 547,00;3214,17
202 000 002 548,00;1594,3
202 000 002 549,00;2111,01
202 000 002 550,00;3338,24
202 000 002 551,00;3235,03
202 000 002 552,00;2411,81
202 000 002 553,00;3074,39
202 000 002 554,00;2727,03
202 000 002 555,00;2261,85
202 000 002 556,00;3135,36
202 000 002 557,00;2221,12
202 000 002 558,00;1299,35
202 000 002 559,00;2769,21
202 000 002 560,00;1962,15
202 000 002 561,00;2805,74
202 000 002 562,00;1876,68
202 000 002 563,00;2553,12
202 000 002 564,00;3332,38
202 000 002 565,00;1958,66
202 000 002 566,00;2515,89
202 000 002 567,00;1882,71
202 000 002 568,00;1872,5
202 000 002 569,00;2789,71
202 000 002 570,00;2965,88
202 000 002 571,00;2476,87
202 000 002 572,00;3132,68
202 000 002 573,00;2622,85
202 000 002 574,00;1671,36
202 000 002 575,00;3029,85
202 000 002 576,00;3299,39
202 000 002 577,00;1894,85
202 000 002 578,00;1976
202 000 002 579,00;3199,17
202 000 002 580,00;1346,82
202 000 002 581,00;2792,19
202 000 002 582,00;2238,97
202 000 002 583,00;2003,36
202 000 002 584,00;2193,84
202 000 002 585,00;2417,48
202 000 002 586,00;2705,71
202 000 002 587,00;3097,1
202 000 002 588,00;2630,48
202 000 002 589,00;2807,86
202 000 002 590,00;2357,27
202 000 002 591,00;1646,81
202 000 002 592,00;2718,47
202 000 002 593,00;2302,84
202 000 002 594,00;2901,47
202 000 002 595,00;2329,41
202 000 002 596,00;2240,79
202 000 002 597,00;3293,25
202 000 002 598,00;2440,91
202 000 002 599,00;2958,24
202 000 002 600,00;1166,71
202 000 002 601,00;2407
202 000 002 602,00;3250,45
202 000 002 603,00;2880,08
202 000 002 604,00;2178,27
202 000 002 605,00;2606,98
202 000 002 606,00;2653,16
202 000 002 607,00;2453,52
202 000 002 608,00;1393,29
202 000 002 609,00;2634,91
202 000 002 610,00;2339,25
202 000 002 611,00;1917,97
202 000 002 612,00;2870,25
202 000 002 613,00;2006,98
202 000 002 614,00;1972,42
202 000 002 615,00;2833,36
202 000 002 616,00;2138,2
202 000 002 617,00;1703,24
202 000 002 618,00;2544,97
202 000 002 619,00;1875,72
202 000 002 620,00;2511,66
202 000 002 621,00;2343,17
202 000 002 622,00;2394,65
202 000 002 623,00;3251,16
202 000 002 624,00;3430,64
202 000 002 625,00;2565,31
202 000 002 626,00;2485,9
202 000 002 627,00;2099,87
202 000 002 628,00;2101,04
202 000 002 629,00;2345,03
202 000 002 630,00;2367,38
202 000 002 631,00;2753,34
202 000 002 632,00;2500,36
202 000 002 633,00;2901,76
202 000 002 634,00;3561,63
202 000 002 635,00;2119,1
202 000 002 636,00;1512,95
202 000 002 637,00;3398,29
202 000 002 638,00;1716,96
202 000 002 639,00;3319,69
202 000 002 640,00;3169,48
202 000 002 641,00;2828,42
202 000 002 642,00;2590,64
202 000 002 643,00;2636,53
202 000 002 644,00;2007,65
202 000 002 645,00;2171,32
202 000 002 646,00;2791,69
202 000 002 647,00;3285,9
202 000 002 648,00;2413,03
202 000 002 649,00;1881,43
202 000 002 650,00;2335,92
202 000 002 651,00;1286
202 000 002 652,00;2379,11
202 000 002 653,00;2161,17
202 000 002 654,00;1715,88
202 000 002 655,00;2606,7
202 000 002 656,00;3118,76
202 000 002 657,00;1676,28
202 000 002 658,00;2369,99
202 000 002 659,00;1804,89
202 000 002 660,00;2421,46
202 000 002 661,00;2556,47
202 000 002 662,00;2797,26
202 000 002 663,00;3299,57
202 000 002 664,00;2180,78
202 000 002 665,00;2586,22
202 000 002 666,00;2574,82
202 000 002 667,00;2249,39
202 000 002 668,00;4532,25
202 000 002 669,00;2450,47
202 000 002 670,00;2006,04
202 000 002 671,00;2688,5
202 000 002 672,00;2625,37
202 000 002 673,00;2222,85
202 000 002 674,00;2015,46
202 000 002 675,00;2886,77
202 000 002 676,00;2082,7
202 000 002 677,00;3675,54
202 000 002 678,00;2832,52
202 000 002 679,00;2310,88
202 000 002 680,00;2506,58
202 000 002 681,00;2150,88
202 000 002 682,00;3151,02
202 000 002 683,00;2339,77
202 000 002 684,00;2848,11
202 000 002 685,00;2528,2
202 000 002 686,00;2357,04
202 000 002 687,00;1409,23
202 000 002 688,00;2040,46
202 000 002 689,00;1815,05
202 000 002 690,00;2633,24
202 000 002 691,00;3204,09
202 000 002 692,00;3511,61
202 000 002 693,00;2444,27
202 000 002 694,00;2469,83
202 000 002 695,00;3045,34
202 000 002 696,00;2154,1
202 000 002 697,00;2914,04
202 000 002 698,00;2417,65
202 000 002 699,00;1267,17
202 000 002 700,00;2655,38
202 000 002 701,00;3009,39
202 000 002 702,00;2272,49
202 000 002 703,00;2755,48
202 000 002 704,00;2917,17
202 000 002 705,00;4118,3
202 000 002 706,00;2345,9
202 000 002 707,00;2225,88
202 000 002 708,00;2880,96
202 000 002 709,00;2893,22
202 000 002 710,00;3402,05
202 000 002 711,00;2881,71
202 000 002 712,00;2221,15
202 000 002 713,00;2063,94
202 000 002 714,00;1968,47
202 000 002 715,00;2950,77
202 000 002 716,00;2254,67
202 000 002 717,00;3221,45
202 000 002 718,00;2475,75
202 000 002 719,00;3602,21
202 000 002 720,00;1966,74
202 000 002 721,00;1692,41
202 000 002 722,00;1869,68
202 000 002 723,00;1662,87
202 000 002 724,00;2580,43
202 000 002 725,00;1740,15
202 000 002 726,00;1862,96
202 000 002 727,00;1652,43
202 000 002 728,00;1527,46
202 000 002 729,00;2710,82
202 000 002 730,00;1677,31
202 000 002 731,00;1924,18
202 000 002 732,00;1797,16
202 000 002 733,00;2646,05
202 000 002 734,00;2473,09
202 000 002 735,00;1982,32
202 000 002 736,00;1937,72
202 000 002 737,00;1368,58
202 000 002 738,00;2281,41
202 000 002 739,00;1733,77
202 000 002 740,00;2259,67
202 000 002 741,00;1970,5
202 000 002 742,00;2309,26
202 000 002 743,00;2290,5
202 000 002 744,00;3208,11
202 000 002 745,00;2623,24
202 000 002 746,00;2885,32
202 000 002 747,00;1510,42
202 000 002 748,00;2203,62
202 000 002 749,00;1787,36
202 000 002 750,00;1959,93
202 000 002 751,00;2638,16
202 000 002 752,00;1473,01
202 000 002 753,00;2501,11
202 000 002 754,00;1699,17
202 000 002 755,00;2573,2
202 000 002 756,00;2707,52
202 000 002 757,00;1799,21
202 000 002 758,00;2014,41
202 000 002 759,00;2280,84
202 000 002 760,00;1913,92
202 000 002 761,00;2249,04
202 000 002 762,00;2311,6
202 000 002 763,00;2028,47
202 000 002 764,00;2334,92
202 000 002 765,00;2667,26
202 000 002 766,00;3025,35
202 000 002 767,00;3338,02
202 000 002 768,00;2397,85
202 000 002 769,00;2191,55
202 000 002 770,00;2212,09
202 000 002 771,00;3114,35
202 000 002 772,00;2721,33
202 000 002 773,00;2605,73
202 000 002 774,00;3081,77
202 000 002 775,00;2557,86
202 000 002 776,00;1625,94
202 000 002 777,00;2621,87
202 000 002 778,00;2700,13
202 000 002 779,00;2729,84
202 000 002 780,00;2554,96
202 000 002 781,00;2897,06
202 000 002 782,00;3454,19
202 000 002 783,00;2593,38
202 000 002 784,00;1866,69
202 000 002 785,00;2358,52
202 000 002 786,00;2311,68
202 000 002 787,00;3034,18
202 000 002 788,00;3432,51
202 000 002 789,00;2446,88
202 000 002 790,00;2507,22
202 000 002 791,00;2136,12
202 000 002 792,00;2444,07
202 000 002 793,00;2636,75
202 000 002 794,00;1200,82
202 000 002 795,00;2108,85
202 000 002 796,00;2419,94
202 000 002 797,00;2532,59
202 000 002 798,00;2972,19
202 000 002 799,00;2716,4
202 000 002 800,00;3041,97
202 000 002 801,00;2874,59
202 000 002 802,00;2201,11
202 000 002 803,00;2191,83
202 000 002 804,00;2102,77
202 000 002 805,00;2567,5
202 000 002 806,00;2363,51
202 000 002 807,00;2003,19
202 000 002 808,00;2347,12
202 000 002 809,00;2166,73
202 000 002 810,00;2350,76
202 000 002 811,00;3322,05
202 000 002 812,00;2522,97
202 000 002 813,00;2697,14
202 000 002 814,00;2676,51
202 000 002 815,00;3234,65
202 000 002 816,00;2660,69
202 000 002 817,00;2325,15
202 000 002 818,00;2306,8
202 000 002 819,00;2288,34
202 000 002 820,00;2726,19
202 000 002 821,00;2346,24
202 000 002 822,00;3348,3
202 000 002 823,00;2997,43
202 000 002 824,00;2695,85
202 000 002 825,00;2645,37
202 000 002 826,00;2437,72
202 000 002 827,00;2685,43
202 000 002 828,00;1797,71
202 000 002 829,00;1794,93
202 000 002 830,00;1695,2
202 000 002 831,00;1975,58
202 000 002 832,00;2266,38
202 000 002 833,00;1188,71
202 000 002 834,00;3687,09
202 000 002 835,00;2691,69
202 000 002 836,00;1685,16
202 000 002 837,00;1723,62
202 000 002 838,00;1882,12
202 000 002 839,00;2291,62
202 000 002 840,00;1910,4
202 000 002 841,00;2056,42
202 000 002 842,00;1564,21
202 000 002 843,00;1698,7
202 000 002 844,00;2776,9
202 000 002 845,00;2341,37
202 000 002 846,00;2978,17
202 000 002 847,00;3308,8
202 000 002 848,00;2135,96
202 000 002 849,00;1860,89
202 000 002 850,00;2192,07
202 000 002 851,00;1951,79
202 000 002 852,00;3227,13
202 000 002 853,00;1903,71
202 000 002 854,00;1698,12
202 000 002 855,00;2058,86
202 000 002 856,00;1617,89
202 000 002 857,00;1309,86
202 000 002 858,00;1831,61
202 000 002 859,00;1911,06
202 000 002 860,00;2743,11
202 000 002 861,00;1692
202 000 002 862,00;2334,18
202 000 002 863,00;2410,27
202 000 002 864,00;1563,58
202 000 002 865,00;2784,3
202 000 002 866,00;3235,2
202 000 002 867,00;3699,65
202 000 002 868,00;3305,36
202 000 002 869,00;2360,56
202 000 002 870,00;2802,65
202 000 002 871,00;2811,78
202 000 002 872,00;2738,94
202 000 002 873,00;2147,02
202 000 002 874,00;2524,09
202 000 002 875,00;3189,08
202 000 002 876,00;2268,32
202 000 002 877,00;2730,32
202 000 002 878,00;2381,16
202 000 002 879,00;2007,47
202 000 002 880,00;2333,01
202 000 002 881,00;2247,32
202 000 002 882,00;2160,08
202 000 002 883,00;2255,69
202 000 002 884,00;2736,92
202 000 002 885,00;2862,43
202 000 002 886,00;2162,63
202 000 002 887,00;2098,35
202 000 002 888,00;2908,03
202 000 002 889,00;3214,27
202 000 002 890,00;3054,75
202 000 002 891,00;2744,14
202 000 002 892,00;1891,35
202 000 002 893,00;2490,5
202 000 002 894,00;2234,06
202 000 002 895,00;2893,55
202 000 002 896,00;2902,86
202 000 002 897,00;2804,03
202 000 002 898,00;2070,44
202 000 002 899,00;3208,19
202 000 002 900,00;1826,1
202 000 002 901,00;3055,24
202 000 002 902,00;2411,95
202 000 002 903,00;1957,12
202 000 002 904,00;1507,94
202 000 002 905,00;1673,17
202 000 002 906,00;2580,31
202 000 002 907,00;2802,63
202 000 002 908,00;3055,28
202 000 002 909,00;2647,28
202 000 002 910,00;2276,47
202 000 002 911,00;2729,99
202 000 002 912,00;2052,64
202 000 002 913,00;1971,11
202 000 002 914,00;3028,83
202 000 002 915,00;2077,9
202 000 002 916,00;1570,4
202 000 002 917,00;1645,79
202 000 002 918,00;2427,53
202 000 002 919,00;2594,66
202 000 002 920,00;1902,29
202 000 002 921,00;1653,41
202 000 002 922,00;1628,25
202 000 002 923,00;2054,36
202 000 002 924,00;1779,42
202 000 002 925,00;1720,29
202 000 002 926,00;1671,08
202 000 002 927,00;3205,61
202 000 002 928,00;1994,6
202 000 002 929,00;2139,07
202 000 002 930,00;1834,08
202 000 002 931,00;1658,35
202 000 002 932,00;2248,45
202 000 002 933,00;2079,53
202 000 002 934,00;1977,11
202 000 002 935,00;2258,58
202 000 002 936,00;2056,15
202 000 002 937,00;1686,29
202 000 002 938,00;1511,76
202 000 002 939,00;1610,31
202 000 002 940,00;3065,93
202 000 002 941,00;2760,42
202 000 002 942,00;3634,86
202 000 002 943,00;1709,36
202 000 002 944,00;2023,64
202 000 002 945,00;2400,65
202 000 002 946,00;1852,96
202 000 002 947,00;1713,01
202 000 002 948,00;1893,3
202 000 002 949,00;1879,69
202 000 002 950,00;2436,51
202 000 002 951,00;2813,97
202 000 002 952,00;3020,52
202 000 002 953,00;2449,63
202 000 002 954,00;2298,22
202 000 002 955,00;2101,79
202 000 002 956,00;3167,03
202 000 002 957,00;2785,73
202 000 002 958,00;2428,09
202 000 002 959,00;2861,49
202 000 002 960,00;1228,46
202 000 002 961,00;2902,45
202 000 002 962,00;2620,39
202 000 002 963,00;2620,09
202 000 002 964,00;2693,72
202 000 002 965,00;2924,76
202 000 002 966,00;1853,33
202 000 002 967,00;3586,78
202 000 002 968,00;2642,67
202 000 002 969,00;2200,13
202 000 002 970,00;3068,01
202 000 002 971,00;2443,07
202 000 002 972,00;1120,17
202 000 002 973,00;1984,87
202 000 002 974,00;2498,8
202 000 002 975,00;2331,67
202 000 002 976,00;2284,05
202 000 002 977,00;2641,43
202 000 002 978,00;2308,32
202 000 002 979,00;2543,38
202 000 002 980,00;2581,26
202 000 002 981,00;2415,38
202 000 002 982,00;2498,91
202 000 002 983,00;2373,91
202 000 002 984,00;2787,1
202 000 002 985,00;3033,98
202 000 002 986,00;3304,34
202 000 002 987,00;2927,79
202 000 002 988,00;2228,94
202 000 002 989,00;1988,34
202 000 002 990,00;2346,09
202 000 002 991,00;2599,11
202 000 002 992,00;2127,1
202 000 002 993,00;2120,99
202 000 002 994,00;2312,98
202 000 002 995,00;3326,82
202 000 002 996,00;1792,47
202 000 002 997,00;2216,6
202 000 002 998,00;2623,03
202 000 002 999,00;2548,63
202 000 003 000,00;1796,3
202 000 003 001,00;2997,9
202 000 003 002,00;2011,46
202 000 003 003,00;2653,33
202 000 003 004,00;2661,03
202 000 003 005,00;3472,38
202 000 003 006,00;2101,65
202 000 003 007,00;2467,87
202 000 003 008,00;2925,44
202 000 003 009,00;2345,64
202 000 003 010,00;2000,41
202 000 003 011,00;1799,81
202 000 003 012,00;2723,56
202 000 003 013,00;2543,92
202 000 003 014,00;3874,64
202 000 003 015,00;2439,63
202 000 003 016,00;2957,61
202 000 003 017,00;3004,72
202 000 003 018,00;2859,24
202 000 003 019,00;3179,46
202 000 003 020,00;2501,05
202 000 003 021,00;2345,98
202 000 003 022,00;2836,11
202 000 003 023,00;2878,07
202 000 003 024,00;1884,28
202 000 003 025,00;2264,39
202 000 003 026,00;2003,97
202 000 003 027,00;2755,77
202 000 003 028,00;1967,05
202 000 003 029,00;2099,88
202 000 003 030,00;1553,94
202 000 003 031,00;3044,69
202 000 003 032,00;2659,19
202 000 003 033,00;2131,6
202 000 003 034,00;2390,76
202 000 003 035,00;3210
202 000 003 036,00;2236,24
202 000 003 037,00;3139,73
202 000 003 038,00;2673,84
202 000 003 039,00;2414,67
202 000 003 040,00;2582,85
202 000 003 041,00;2585,09
202 000 003 042,00;2084,67
202 000 003 043,00;2741,82
202 000 003 044,00;2613,34
202 000 003 045,00;2528,73
202 000 003 046,00;2518,38
202 000 003 047,00;2314,78
202 000 003 048,00;2258,82
202 000 003 049,00;3079,81
202 000 003 050,00;2294,16
202 000 003 051,00;2149,52
202 000 003 052,00;2228,9
202 000 003 053,00;1888,92
202 000 003 054,00;1392,22
202 000 003 055,00;3092,9
202 000 003 056,00;1884,97
202 000 003 057,00;3074,51
202 000 003 058,00;2889,08
202 000 003 059,00;2799,02
202 000 003 060,00;3869,06
202 000 003 061,00;2840,14
202 000 003 062,00;2188,02
202 000 003 063,00;2974,92
202 000 003 064,00;1667,52
202 000 003 065,00;2287,7
202 000 003 066,00;1585,4
202 000 003 067,00;2212,57
202 000 003 068,00;1717,38
202 000 003 069,00;2194,22
202 000 003 070,00;2524,56
202 000 003 071,00;1948,35
202 000 003 072,00;1964,25
202 000 003 073,00;2872,66
202 000 003 074,00;2786,07
202 000 003 075,00;2320,05
202 000 003 076,00;2971,17
202 000 003 077,00;2217,22
202 000 003 078,00;2645,52
202 000 003 079,00;2393,88
202 000 003 080,00;2571,14
202 000 003 081,00;3102,51
202 000 003 082,00;2548,07
202 000 003 083,00;1951,85
202 000 003 084,00;2789,01
202 000 003 085,00;2422,49
202 000 003 086,00;2868,01
202 000 003 087,00;2088,11
202 000 003 088,00;2370,11
202 000 003 089,00;1813,34
202 000 003 090,00;3190,12
202 000 003 091,00;2110,65
202 000 003 092,00;2058,97
202 000 003 093,00;2619,76
202 000 003 094,00;2404,43
202 000 003 095,00;2564,65
202 000 003 096,00;2647,02
202 000 003 097,00;3367,48
202 000 003 098,00;1833,5
202 000 003 099,00;1948,21
202 000 003 100,00;2669
202 000 003 101,00;2637,66
202 000 003 102,00;1802,83
202 000 003 103,00;2235,57
202 000 003 104,00;2531,37
202 000 003 105,00;1997,6
202 000 003 106,00;2087,15
202 000 003 107,00;1999,77
202 000 003 108,00;1532,62
202 000 003 109,00;2250,3
202 000 003 110,00;1769,83
202 000 003 111,00;1588,72
202 000 003 112,00;1727,44
202 000 003 113,00;1450,53
202 000 003 114,00;1785,08
202 000 003 115,00;1981,67
202 000 003 116,00;2672,5
202 000 003 117,00;2174,5
202 000 003 118,00;2441,09
202 000 003 119,00;2550,64
202 000 003 120,00;2990,27
202 000 003 121,00;3083,02
202 000 003 122,00;1780,34
202 000 003 123,00;2487,41
202 000 003 124,00;1774,01
202 000 003 125,00;1660,43
202 000 003 126,00;2562,56
202 000 003 127,00;1927,19
202 000 003 128,00;2590,89
202 000 003 129,00;2406,6
202 000 003 130,00;2661,33
202 000 003 131,00;1828,61
202 000 003 132,00;2838,56
202 000 003 133,00;2796,46
202 000 003 134,00;2795,64
202 000 003 135,00;2381,72
202 000 003 136,00;1891,69
202 000 003 137,00;3036,86
202 000 003 138,00;2059,33
202 000 003 139,00;2678,72
202 000 003 140,00;1775,58
202 000 003 141,00;2708,46
202 000 003 142,00;3030,37
202 000 003 143,00;3301,62
202 000 003 144,00;2349,53
202 000 003 145,00;3147,5
202 000 003 146,00;1647,48
202 000 003 147,00;2884,97
202 000 003 148,00;3555,12
202 000 003 149,00;2694,88
202 000 003 150,00;2027,61
202 000 003 151,00;2770,08
202 000 003 152,00;2178,21
202 000 003 153,00;2898,81
202 000 003 154,00;3091,96
202 000 003 155,00;1621,37
202 000 003 156,00;2810,7
202 000 003 157,00;2486,65
202 000 003 158,00;2223,23
202 000 003 159,00;2621,47
202 000 003 160,00;2295,38
202 000 003 161,00;1774,3
202 000 003 162,00;1610,97
202 000 003 163,00;3064,66
202 000 003 164,00;1608,09
202 000 003 165,00;3136,26
202 000 003 166,00;2050,57
202 000 003 167,00;2661,39
202 000 003 168,00;2117,9
202 000 003 169,00;1658,11
202 000 003 170,00;2437,37
202 000 003 171,00;2170,88
202 000 003 172,00;3175,65
202 000 003 173,00;2898,56
202 000 003 174,00;2344,92
202 000 003 175,00;2473,17
202 000 003 176,00;2374,61
202 000 003 177,00;2217,55
202 000 003 178,00;1795,68
202 000 003 179,00;1926,4
202 000 003 180,00;2217,56
202 000 003 181,00;1863,5
202 000 003 182,00;2105,77
202 000 003 183,00;2513,42
202 000 003 184,00;2572,03
202 000 003 185,00;2544,54
202 000 003 186,00;2887,48
202 000 003 187,00;3087,62
202 000 003 188,00;1643,7
202 000 003 189,00;1400,4
202 000 003 190,00;2015,85
202 000 003 191,00;2673,72
202 000 003 192,00;2486,56
202 000 003 193,00;2852,01
202 000 003 194,00;2398,39
202 000 003 195,00;2660,52
202 000 003 196,00;2298,23
202 000 003 197,00;2999,91
202 000 003 198,00;2222,41
202 000 003 199,00;2247,95
202 000 003 200,00;1830,86
202 000 003 201,00;2437,2
202 000 003 202,00;2454,73
202 000 003 203,00;2073,24
202 000 003 204,00;2938,09
202 000 003 205,00;2477,08
202 000 003 206,00;3005,71
202 000 003 207,00;2674,28
202 000 003 208,00;3462,57
202 000 003 209,00;3293,59
202 000 003 210,00;2477,12
202 000 003 211,00;2414,4
202 000 003 212,00;1710,71
202 000 003 213,00;2040,4
202 000 003 214,00;2397,1
202 000 003 215,00;2415,15
202 000 003 216,00;2959,83
202 000 003 217,00;2572,42
202 000 003 218,00;1849,54
202 000 003 219,00;2391,33
202 000 003 220,00;2735,99
202 000 003 221,00;2261,34
202 000 003 222,00;1992,59
202 000 003 223,00;1592,03
202 000 003 224,00;2279,23
202 000 003 225,00;2499,43
202 000 003 226,00;2186,3
202 000 003 227,00;2439,14
202 000 003 228,00;1820,51
